GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,PRLM,Primary,,,,,,,,,,,,,,89.2 [86.9-91.1],89.19494,86.93991,91.10046,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ3,Q3,,,,,95.7 [93.7-97.0],95.65899,93.69748,97.02937,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ5,Q5 (Richest),,,,,98.9 [97.1-99.6],98.86404,97.06023,99.566,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,88.8 [86.5-90.8],88.80519,86.46861,90.78131,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ2,Q2,,,,,94.2 [92.6-95.5],94.20773,92.58288,95.49394,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,URB,Urban,,,,,,,,96.0 [95.1-96.8],96.01371,95.07861,96.77716,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201402,02 Ancash,,96.9 [93.8-98.5],96.88268,93.78587,98.46151,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201403,03 Apurimac,,97.3 [91.4-99.2],97.3488,91.44828,99.2131,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201404,04 Arequipa,,95.5 [90.6-97.9],95.47575,90.61573,97.87776,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201405,05 Ayacucho,,96.9 [93.6-98.6],96.93973,93.59879,98.56371,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201418,18 Moquegua,,99.1 [94.3-99.9],99.13822,94.28388,99.87552,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201419,19 Pasco,,95.5 [90.6-97.9],95.52973,90.64921,97.92135,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201420,20 Piura,,96.2 [92.4-98.2],96.23505,92.44814,98.16078,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201421,21 Puno,,90.3 [85.5-93.7],90.31608,85.48994,93.65613,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ4,Q4,,,,,97.1 [95.2-98.3],97.13921,95.24619,98.29193,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,SHLM,Secondary or higher,,,,,,,,,,,,,,96.2 [95.3-96.8],96.15563,95.34158,96.83215,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,RUR,Rural,,,,,,,,90.7 [88.7-92.3],90.67298,88.74867,92.29675,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201410,10 Huanuco,,93.2 [88.7-96.0],93.2498,88.70482,96.04745,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201411,11 Ica,,95.5 [92.2-97.5],95.53553,92.21378,97.4789,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201412,12 Junin,,95.5 [90.1-98.0],95.51619,90.11305,98.03107,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201413,13 La Libertad,,93.6 [89.3-96.3],93.63208,89.32169,96.2751,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201407,07 Callao,,95.6 [91.9-97.7],95.6226,91.92204,97.67087,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201409,09 Huancavelica,,92.9 [87.7-96.0],92.8838,87.70428,95.98145,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201414,14 Lambayeque,,92.5 [86.4-96.0],92.47767,86.36945,95.97615,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201416,16 Loreto,,82.2 [74.0-88.2],82.18743,74.04396,88.18369,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201423,23 Tacna,,95.6 [90.5-98.0],95.63033,90.53614,98.04173,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201425,25 Ucayali,,85.0 [78.3-89.9],85.02213,78.27322,89.94398,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201401,01 Amazonas,,89.0 [82.4-93.3],89.01345,82.41704,93.33528,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201406,06 Cajamarca,,94.8 [90.4-97.2],94.79582,90.40686,97.23814,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201408,08 Cusco,,96.7 [93.0-98.4],96.66352,93.00693,98.44019,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201415,15 Lima,,96.8 [94.9-98.0],96.82065,94.88016,98.04085,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201417,17 Madre de Dios,,91.4 [85.9-94.9],91.44951,85.90347,94.94202,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201422,22 San Martin,,95.0 [86.9-98.2],94.96502,86.93911,98.16321,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201424,24 Tumbes,,96.8 [92.2-98.8],96.84496,92.22484,98.75674,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,PRLM,Primary,,,,,,,,,,,,,,92.4 [91.0-93.6],92.37898,90.95755,93.59271,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,SHLM,Secondary or higher,,,,,,,,,,,,,,96.6 [96.0-97.0],96.55878,95.99848,97.04305,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,91.2 [89.2-92.8],91.16125,89.199,92.79581,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ3,Q3,,,,,96.6 [95.5-97.5],96.63095,95.48616,97.49303,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,URB,Urban,,,,,,,,96.5 [96.0-97.0],96.53262,95.97711,97.01382,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ4,Q4,,,,,97.5 [96.5-98.3],97.53069,96.45406,98.28624,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ5,Q5 (Richest),,,,,98.4 [97.3-99.1],98.40315,97.27451,99.06889,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201512,12 Junin,,95.3 [92.8-96.9],95.27119,92.80328,96.92088,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201513,13 La Libertad,,95.8 [93.8-97.2],95.83853,93.79151,97.23055,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201514,14 Lambayeque,,95.7 [93.6-97.1],95.70431,93.58484,97.14491,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201515,15 Lima,,97.1 [96.1-97.9],97.14073,96.05316,97.93506,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201516,16 Loreto,,84.3 [77.3-89.4],84.2886,77.29264,89.42408,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ2,Q2,,,,,95.1 [94.0-96.1],95.14295,93.9637,96.10139,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,NHLM,None,,,,,,,,,,,,,,86.8 [79.4-91.8],86.83141,79.43016,91.84308,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,RUR,Rural,,,,,,,,92.7 [91.0-94.1],92.7357,91.02602,94.14064,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201504,04 Arequipa,,95.4 [92.1-97.3],95.38036,92.12814,97.32792,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201505,05 Ayacucho,,96.5 [94.5-97.8],96.5142,94.54912,97.78743,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201506,06 Cajamarca,,97.8 [96.0-98.8],97.78375,96.03808,98.77011,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201507,07 Callao,,97.3 [95.5-98.4],97.30578,95.46007,98.41359,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201521,21 Puno,,91.5 [87.7-94.3],91.53721,87.6893,94.2611,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201522,22 San Martin,,97.4 [95.7-98.4],97.39346,95.66087,98.44549,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201523,23 Tacna,,97.5 [95.6-98.6],97.52643,95.60225,98.62086,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201524,24 Tumbes,,97.3 [95.7-98.3],97.27581,95.71823,98.27699,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201502,02 Ancash,,97.4 [95.4-98.6],97.41386,95.38431,98.56444,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201509,09 Huancavelica,,96.2 [94.2-97.5],96.21751,94.24033,97.53373,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201511,11 Ica,,96.8 [94.9-98.0],96.811,94.87962,98.02901,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201518,18 Moquegua,,97.8 [96.0-98.8],97.83057,96.0433,98.82043,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201520,20 Piura,,96.9 [95.1-98.1],96.9227,95.08167,98.08846,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201525,25 Ucayali,,85.9 [81.2-89.7],85.94772,81.15868,89.67435,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201501,01 Amazonas,,89.9 [86.0-92.8],89.90878,85.99495,92.82018,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201503,03 Apurimac,,97.7 [96.1-98.7],97.6886,96.06062,98.65324,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201508,08 Cusco,,95.5 [90.3-97.9],95.45842,90.30225,97.93578,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201510,10 Huanuco,,96.0 [93.9-97.4],96.0245,93.93828,97.4125,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201517,17 Madre de Dios,,94.7 [92.3-96.3],94.6761,92.3075,96.34428,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,,,,PERDHS201519,19 Pasco,,95.4 [92.2-97.4],95.44372,92.15977,97.3911,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,91.2 [89.5-92.6],91.16899,89.49671,92.59703,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,,,PER,Peru,,,,,,,,,,,WQ2,Q2,,,,,95.5 [94.2-96.5],95.47908,94.19354,96.49061,,,
