Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Peru,PER,2014,Population growth (annual %),SP.POP.GROW,1.324829778
Peru,PER,2013,Population growth (annual %),SP.POP.GROW,1.339672996
Peru,PER,2012,Population growth (annual %),SP.POP.GROW,1.331741839
Peru,PER,2011,Population growth (annual %),SP.POP.GROW,1.306696256
Peru,PER,2010,Population growth (annual %),SP.POP.GROW,1.275008363
Peru,PER,2009,Population growth (annual %),SP.POP.GROW,1.247432037
Peru,PER,2008,Population growth (annual %),SP.POP.GROW,1.226880466
Peru,PER,2007,Population growth (annual %),SP.POP.GROW,1.21894731
Peru,PER,2006,Population growth (annual %),SP.POP.GROW,1.22223205
Peru,PER,2005,Population growth (annual %),SP.POP.GROW,1.228856048
Peru,PER,2004,Population growth (annual %),SP.POP.GROW,1.237611195
Peru,PER,2003,Population growth (annual %),SP.POP.GROW,1.256183845
Peru,PER,2002,Population growth (annual %),SP.POP.GROW,1.286759308
Peru,PER,2001,Population growth (annual %),SP.POP.GROW,1.328148904
Peru,PER,2000,Population growth (annual %),SP.POP.GROW,1.373783271
Peru,PER,1999,Population growth (annual %),SP.POP.GROW,1.424545535
Peru,PER,1998,Population growth (annual %),SP.POP.GROW,1.48858708
Peru,PER,1997,Population growth (annual %),SP.POP.GROW,1.568304597
Peru,PER,1996,Population growth (annual %),SP.POP.GROW,1.659755005
Peru,PER,1995,Population growth (annual %),SP.POP.GROW,1.760098227
Peru,PER,1994,Population growth (annual %),SP.POP.GROW,1.859432547
Peru,PER,1993,Population growth (annual %),SP.POP.GROW,1.947620346
Peru,PER,1992,Population growth (annual %),SP.POP.GROW,2.016621626
Peru,PER,1991,Population growth (annual %),SP.POP.GROW,2.069773341
Peru,PER,1990,Population growth (annual %),SP.POP.GROW,2.119739147
Peru,PER,1989,Population growth (annual %),SP.POP.GROW,2.171218339
Peru,PER,1988,Population growth (annual %),SP.POP.GROW,2.215599433
Peru,PER,1987,Population growth (annual %),SP.POP.GROW,2.252159157
Peru,PER,1986,Population growth (annual %),SP.POP.GROW,2.282765797
Peru,PER,1985,Population growth (annual %),SP.POP.GROW,2.305069332
Peru,PER,1984,Population growth (annual %),SP.POP.GROW,2.326083331
Peru,PER,1983,Population growth (annual %),SP.POP.GROW,2.357138944
Peru,PER,1982,Population growth (annual %),SP.POP.GROW,2.405455781
Peru,PER,1981,Population growth (annual %),SP.POP.GROW,2.466175745
Peru,PER,1980,Population growth (annual %),SP.POP.GROW,2.534079181
Peru,PER,1979,Population growth (annual %),SP.POP.GROW,2.595741431
Peru,PER,1978,Population growth (annual %),SP.POP.GROW,2.640572688
Peru,PER,1977,Population growth (annual %),SP.POP.GROW,2.658867853
Peru,PER,1976,Population growth (annual %),SP.POP.GROW,2.656171825
Peru,PER,1975,Population growth (annual %),SP.POP.GROW,2.641997799
Peru,PER,1974,Population growth (annual %),SP.POP.GROW,2.63120758
Peru,PER,1973,Population growth (annual %),SP.POP.GROW,2.631080024
Peru,PER,1972,Population growth (annual %),SP.POP.GROW,2.650862676
Peru,PER,1971,Population growth (annual %),SP.POP.GROW,2.686503393
Peru,PER,1970,Population growth (annual %),SP.POP.GROW,2.724880385
Peru,PER,1969,Population growth (annual %),SP.POP.GROW,2.757656089
Peru,PER,1968,Population growth (annual %),SP.POP.GROW,2.788035515
Peru,PER,1967,Population growth (annual %),SP.POP.GROW,2.813637899
Peru,PER,1966,Population growth (annual %),SP.POP.GROW,2.833803918
Peru,PER,1965,Population growth (annual %),SP.POP.GROW,2.854580987
Peru,PER,1964,Population growth (annual %),SP.POP.GROW,2.872844169
Peru,PER,1963,Population growth (annual %),SP.POP.GROW,2.87702633
Peru,PER,1962,Population growth (annual %),SP.POP.GROW,2.861261822
Peru,PER,1961,Population growth (annual %),SP.POP.GROW,2.829215133
Peru,PER,1960,Population growth (annual %),SP.POP.GROW,2.78763467
Peru,PER,2017,Population density (people per sq. km of land area),EN.POP.DNST,25.12928516
Peru,PER,2016,Population density (people per sq. km of land area),EN.POP.DNST,24.82331172
Peru,PER,2015,Population density (people per sq. km of land area),EN.POP.DNST,24.51302422
Peru,PER,2014,Population density (people per sq. km of land area),EN.POP.DNST,24.19793281
Peru,PER,2013,Population density (people per sq. km of land area),EN.POP.DNST,23.87946563
Peru,PER,2012,Population density (people per sq. km of land area),EN.POP.DNST,23.56169219
Peru,PER,2011,Population density (people per sq. km of land area),EN.POP.DNST,23.24999141
Peru,PER,2010,Population density (people per sq. km of land area),EN.POP.DNST,22.94816094
Peru,PER,2009,Population density (people per sq. km of land area),EN.POP.DNST,22.65742734
Peru,PER,2008,Population density (people per sq. km of land area),EN.POP.DNST,22.37654688
Peru,PER,2007,Population density (people per sq. km of land area),EN.POP.DNST,22.10369063
Peru,PER,2006,Population density (people per sq. km of land area),EN.POP.DNST,21.83589375
Peru,PER,2005,Population density (people per sq. km of land area),EN.POP.DNST,21.57063281
Peru,PER,2004,Population density (people per sq. km of land area),EN.POP.DNST,21.30718281
Peru,PER,2003,Population density (people per sq. km of land area),EN.POP.DNST,21.04510781
Peru,PER,2002,Population density (people per sq. km of land area),EN.POP.DNST,20.78239609
Peru,PER,2001,Population density (people per sq. km of land area),EN.POP.DNST,20.51668984
Peru,PER,2000,Population density (people per sq. km of land area),EN.POP.DNST,20.24599922
Peru,PER,1999,Population density (people per sq. km of land area),EN.POP.DNST,19.96976484
Peru,PER,1998,Population density (people per sq. km of land area),EN.POP.DNST,19.68730313
Peru,PER,1997,Population density (people per sq. km of land area),EN.POP.DNST,19.39641094
Peru,PER,1996,Population density (people per sq. km of land area),EN.POP.DNST,19.09458906
Peru,PER,1995,Population density (people per sq. km of land area),EN.POP.DNST,18.78028125
Peru,PER,1994,Population density (people per sq. km of land area),EN.POP.DNST,18.45262188
Peru,PER,1993,Population density (people per sq. km of land area),EN.POP.DNST,18.11267813
Peru,PER,1992,Population density (people per sq. km of land area),EN.POP.DNST,17.763325
Peru,PER,1991,Population density (people per sq. km of land area),EN.POP.DNST,17.40869375
Peru,PER,1990,Population density (people per sq. km of land area),EN.POP.DNST,17.05207656
Peru,PER,1989,Population density (people per sq. km of land area),EN.POP.DNST,16.69442109
Peru,PER,1988,Population density (people per sq. km of land area),EN.POP.DNST,16.33585547
Peru,PER,1987,Population density (people per sq. km of land area),EN.POP.DNST,15.97789844
Peru,PER,1986,Population density (people per sq. km of land area),EN.POP.DNST,15.62207266
Peru,PER,1985,Population density (people per sq. km of land area),EN.POP.DNST,15.26949688
Peru,PER,1984,Population density (people per sq. km of land area),EN.POP.DNST,14.92155
Peru,PER,1983,Population density (people per sq. km of land area),EN.POP.DNST,14.57846797
Peru,PER,1982,Population density (people per sq. km of land area),EN.POP.DNST,14.23885156
Peru,PER,1981,Population density (people per sq. km of land area),EN.POP.DNST,13.90042891
Peru,PER,1980,Population density (people per sq. km of land area),EN.POP.DNST,13.5618125
Peru,PER,1979,Population density (people per sq. km of land area),EN.POP.DNST,13.22246328
Peru,PER,1978,Population density (people per sq. km of land area),EN.POP.DNST,12.88365859
Peru,PER,1977,Population density (people per sq. km of land area),EN.POP.DNST,12.54790859
Peru,PER,1976,Population density (people per sq. km of land area),EN.POP.DNST,12.21867266
Peru,PER,1975,Population density (people per sq. km of land area),EN.POP.DNST,11.89839609
Peru,PER,1974,Population density (people per sq. km of land area),EN.POP.DNST,11.58815703
Peru,PER,1973,Population density (people per sq. km of land area),EN.POP.DNST,11.287225
Peru,PER,1972,Population density (people per sq. km of land area),EN.POP.DNST,10.99412188
Peru,PER,1971,Population density (people per sq. km of land area),EN.POP.DNST,10.70651172
Peru,PER,1970,Population density (people per sq. km of land area),EN.POP.DNST,10.42271016
Peru,PER,1969,Population density (people per sq. km of land area),EN.POP.DNST,10.14253828
Peru,PER,1968,Population density (people per sq. km of land area),EN.POP.DNST,9.866663281
Peru,PER,1967,Population density (people per sq. km of land area),EN.POP.DNST,9.595376563
Peru,PER,1966,Population density (people per sq. km of land area),EN.POP.DNST,9.329160156
Peru,PER,1965,Population density (people per sq. km of land area),EN.POP.DNST,9.068500781
Peru,PER,1964,Population density (people per sq. km of land area),EN.POP.DNST,8.813292969
Peru,PER,1963,Population density (people per sq. km of land area),EN.POP.DNST,8.563703125
Peru,PER,1962,Population density (people per sq. km of land area),EN.POP.DNST,8.320833594
Peru,PER,1961,Population density (people per sq. km of land area),EN.POP.DNST,8.086126563
Peru,PER,1960,Population density (people per sq. km of land area),EN.POP.DNST,
Peru,PER,2017,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,10194477
Peru,PER,2016,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,10002049
Peru,PER,2015,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,9812737
Peru,PER,2014,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,9627261
Peru,PER,2013,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,9445291
Peru,PER,2012,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,9267004
Peru,PER,2011,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,9091604
Peru,PER,2010,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,8919759
Peru,PER,2009,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,8751162
Peru,PER,2008,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,8585977
Peru,PER,2007,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,8419760
Peru,PER,2006,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,8248771
Peru,PER,2005,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,8081255
Peru,PER,2004,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7917365
Peru,PER,2003,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7756360
Peru,PER,2002,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7598844
Peru,PER,2001,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7444526
Peru,PER,2000,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7293549
Peru,PER,1999,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7145230
Peru,PER,1998,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7000124
Peru,PER,1997,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,6857966
Peru,PER,1996,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,6718884
Peru,PER,1995,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,6582251
Peru,PER,1994,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,6448579
Peru,PER,1993,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,6316612
Peru,PER,1992,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,6152576
Peru,PER,1991,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5992365
Peru,PER,1990,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5836537
Peru,PER,1989,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5684762
Peru,PER,1988,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5537135
Peru,PER,1987,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5392950
Peru,PER,1986,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5252710
Peru,PER,1985,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5116117
Peru,PER,1984,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4983256
Peru,PER,1983,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4853494
Peru,PER,1982,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4727282
Peru,PER,1981,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4602931
Peru,PER,1980,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4437754
Peru,PER,1979,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4278073
Peru,PER,1978,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4124346
Peru,PER,1977,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,3976143
Peru,PER,1976,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,3833458
Peru,PER,1975,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,3695522
Peru,PER,1974,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,3562728
Peru,PER,1973,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,3434706
Peru,PER,1972,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,3311451
Peru,PER,1971,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,3143367
Peru,PER,1970,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2980371
Peru,PER,1969,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2825827
Peru,PER,1968,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2679493
Peru,PER,1967,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2540364
Peru,PER,1966,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2408636
Peru,PER,1965,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2283738
Peru,PER,1964,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2165476
Peru,PER,1963,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2053037
Peru,PER,1962,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1946579
Peru,PER,1961,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1845658
Peru,PER,1960,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1755920
Peru,PER,2017,GNI (current US$),NY.GNP.MKTP.CD,2.02867E+11
Peru,PER,2016,GNI (current US$),NY.GNP.MKTP.CD,1.83682E+11
Peru,PER,2015,GNI (current US$),NY.GNP.MKTP.CD,1.83427E+11
Peru,PER,2014,GNI (current US$),NY.GNP.MKTP.CD,1.9199E+11
Peru,PER,2013,GNI (current US$),NY.GNP.MKTP.CD,1.91451E+11
Peru,PER,2012,GNI (current US$),NY.GNP.MKTP.CD,1.80709E+11
Peru,PER,2011,GNI (current US$),NY.GNP.MKTP.CD,1.58896E+11
Peru,PER,2010,GNI (current US$),NY.GNP.MKTP.CD,1.36693E+11
Peru,PER,2009,GNI (current US$),NY.GNP.MKTP.CD,1.13308E+11
Peru,PER,2008,GNI (current US$),NY.GNP.MKTP.CD,1.12245E+11
Peru,PER,2007,GNI (current US$),NY.GNP.MKTP.CD,94276765740
Peru,PER,2006,GNI (current US$),NY.GNP.MKTP.CD,81483192756
Peru,PER,2005,GNI (current US$),NY.GNP.MKTP.CD,71336034732
Peru,PER,2004,GNI (current US$),NY.GNP.MKTP.CD,63395270900
Peru,PER,2003,GNI (current US$),NY.GNP.MKTP.CD,56867481145
Peru,PER,2002,GNI (current US$),NY.GNP.MKTP.CD,53584601501
Peru,PER,2001,GNI (current US$),NY.GNP.MKTP.CD,51181349334
Peru,PER,2000,GNI (current US$),NY.GNP.MKTP.CD,50584450185
Peru,PER,1999,GNI (current US$),NY.GNP.MKTP.CD,49318340700
Peru,PER,1998,GNI (current US$),NY.GNP.MKTP.CD,54566466136
Peru,PER,1997,GNI (current US$),NY.GNP.MKTP.CD,56604257320
Peru,PER,1996,GNI (current US$),NY.GNP.MKTP.CD,53618138247
Peru,PER,1995,GNI (current US$),NY.GNP.MKTP.CD,51082699264
Peru,PER,1994,GNI (current US$),NY.GNP.MKTP.CD,43150876480
Peru,PER,1993,GNI (current US$),NY.GNP.MKTP.CD,33653695692
Peru,PER,1992,GNI (current US$),NY.GNP.MKTP.CD,34897208893
Peru,PER,1991,GNI (current US$),NY.GNP.MKTP.CD,33468062733
Peru,PER,1990,GNI (current US$),NY.GNP.MKTP.CD,24799606361
Peru,PER,1989,GNI (current US$),NY.GNP.MKTP.CD,20917466461
Peru,PER,1988,GNI (current US$),NY.GNP.MKTP.CD,13993512558
Peru,PER,1987,GNI (current US$),NY.GNP.MKTP.CD,19485860399
Peru,PER,1986,GNI (current US$),NY.GNP.MKTP.CD,14213641930
Peru,PER,1985,GNI (current US$),NY.GNP.MKTP.CD,15651964464
Peru,PER,1984,GNI (current US$),NY.GNP.MKTP.CD,16503996562
Peru,PER,1983,GNI (current US$),NY.GNP.MKTP.CD,16295935576
Peru,PER,1982,GNI (current US$),NY.GNP.MKTP.CD,20862312378
Peru,PER,1981,GNI (current US$),NY.GNP.MKTP.CD,20732312502
Peru,PER,1980,GNI (current US$),NY.GNP.MKTP.CD,17310339581
Peru,PER,1979,GNI (current US$),NY.GNP.MKTP.CD,15070330430
Peru,PER,1978,GNI (current US$),NY.GNP.MKTP.CD,11977106295
Peru,PER,1977,GNI (current US$),NY.GNP.MKTP.CD,14267400585
Peru,PER,1976,GNI (current US$),NY.GNP.MKTP.CD,15243564005
Peru,PER,1975,GNI (current US$),NY.GNP.MKTP.CD,16295122538
Peru,PER,1974,GNI (current US$),NY.GNP.MKTP.CD,13396771927
Peru,PER,1973,GNI (current US$),NY.GNP.MKTP.CD,10594850492
Peru,PER,1972,GNI (current US$),NY.GNP.MKTP.CD,8880977670
Peru,PER,1971,GNI (current US$),NY.GNP.MKTP.CD,8013653511
Peru,PER,1970,GNI (current US$),NY.GNP.MKTP.CD,7154120642
Peru,PER,1969,GNI (current US$),NY.GNP.MKTP.CD,6112812905
Peru,PER,1968,GNI (current US$),NY.GNP.MKTP.CD,5461022190
Peru,PER,1967,GNI (current US$),NY.GNP.MKTP.CD,5936541574
Peru,PER,1966,GNI (current US$),NY.GNP.MKTP.CD,5864723969
Peru,PER,1965,GNI (current US$),NY.GNP.MKTP.CD,4976015912
Peru,PER,1964,GNI (current US$),NY.GNP.MKTP.CD,4177829472
Peru,PER,1963,GNI (current US$),NY.GNP.MKTP.CD,3457707023
Peru,PER,1962,GNI (current US$),NY.GNP.MKTP.CD,3148119559
Peru,PER,1961,GNI (current US$),NY.GNP.MKTP.CD,2754451316
Peru,PER,1960,GNI (current US$),NY.GNP.MKTP.CD,2433616415
Peru,PER,2017,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,2016,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,3.5
Peru,PER,2015,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,3.6
Peru,PER,2014,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,3.7
Peru,PER,2013,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,4.3
Peru,PER,2012,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,4.7
Peru,PER,2011,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,5.2
Peru,PER,2010,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,5.5
Peru,PER,2009,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,7
Peru,PER,2008,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,8.9
Peru,PER,2007,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,11.1
Peru,PER,2006,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,13.5
Peru,PER,2005,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,15.5
Peru,PER,2004,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,13.6
Peru,PER,2003,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,11.9
Peru,PER,2002,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,15.1
Peru,PER,2001,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,17.1
Peru,PER,2000,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,16.4
Peru,PER,1999,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,17.6
Peru,PER,1998,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,16.7
Peru,PER,1997,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,17.9
Peru,PER,1996,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1995,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1994,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1993,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1992,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1991,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1990,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1989,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1988,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1987,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1986,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1985,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1984,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1983,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1982,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1981,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1980,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1979,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1978,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1977,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1976,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1975,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1974,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1973,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1972,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1971,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1970,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1969,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1968,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1967,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1966,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1965,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1964,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1963,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1962,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1961,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,1960,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Peru,PER,2017,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,
Peru,PER,2016,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,93.364
Peru,PER,2015,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,94.743
Peru,PER,2014,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,96.121
Peru,PER,2013,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,97.5
Peru,PER,2012,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,98.878
Peru,PER,2011,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,100.277
Peru,PER,2010,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,101.675
Peru,PER,2009,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,103.074
Peru,PER,2008,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,104.472
Peru,PER,2007,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,105.871
Peru,PER,2006,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,107.827
Peru,PER,2005,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,109.782
Peru,PER,2004,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,111.738
Peru,PER,2003,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,113.693
Peru,PER,2002,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,115.649
Peru,PER,2001,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,118.254
Peru,PER,2000,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,120.86
Peru,PER,1999,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,123.465
Peru,PER,1998,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,126.071
Peru,PER,1997,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,128.676
Peru,PER,1996,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,131.61
Peru,PER,1995,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,134.544
Peru,PER,1994,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,137.478
Peru,PER,1993,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,140.412
Peru,PER,1992,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,143.346
Peru,PER,1991,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,145.69
Peru,PER,1990,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,148.034
Peru,PER,1989,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,150.377
Peru,PER,1988,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,152.721
Peru,PER,1987,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,155.065
Peru,PER,1986,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,158.034
Peru,PER,1985,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,161.003
Peru,PER,1984,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,163.972
Peru,PER,1983,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,166.941
